ParkName,County,ParkIdentifier,ParkAddress,FireAuthority,Jurisdiction,MH_Spaces,RV_Lots_W_Drains,RV_Lots_WO_Drains,OperatedBy,FullAddress,Address,City,State,Zip
STANDIFORD MHP,STANISLAUS,50-0116-MP,"1459 STANDIFORD AVE, MODESTO, CA 95350, (209) 524-9111","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",98,0,0,"LCL ELLIS FAMILY PARTNERSHIP, PO BOX 576390, MODESTO, CA 95357","1459 STANDIFORD AVE, MODESTO, CA 95350",1459 STANDIFORD AVE,MODESTO,CA,95350
MODESTO WESTERN MOBILE ESTATES,STANISLAUS,50-0117-MP,"4837 FAITH HOME RD, CERES, CA 95307, (209) 537-5761","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",206,0,0,"JANE ASHER AND ARTHUR MITCHELL, P.O. BOX 1024, CARMEL VALLEY, CA 93924","4837 FAITH HOME RD, CERES, CA 95307",4837 FAITH HOME RD,CERES,CA,95307
TORRES MHP,STANISLAUS,50-0118-MP,"432 E HATCH RD, MODESTO, CA 95351, (209) 537-7237","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"DE LA TORRE, IPOLITO, 1636 ATLANTIC DRIVE, MODESTO, CA 95358","432 E HATCH RD, MODESTO, CA 95351",432 E HATCH RD,MODESTO,CA,95351
PINE MANOR,STANISLAUS,50-0119-MP,"200 SANTA FE, EMPIRE, CA 95319, (209) 969-3800","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",30,0,0,"BRONECKY FAMILY TRUST, C/O STORZ MGMT CO PO BOX 580, ORANGEVALE, CA 95662","200 SANTA FE, EMPIRE, CA 95319",200 SANTA FE,EMPIRE,CA,95319
MAGIC SANDS MP,STANISLAUS,50-0121-MP,"677 N SODERQUIST RD, TURLOCK, CA 95380, (209) 634-1194","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",76,0,0,"PENDENZA, FERNANDO, 677 N SODERQUIST RD, TURLOCK, CA 95380","677 N SODERQUIST RD, TURLOCK, CA 95380",677 N SODERQUIST RD,TURLOCK,CA,95380
SILVERWOOD MHP II,STANISLAUS,50-0122-MP,"3955 COFFEE RD, MODESTO, CA 95355, (209) 634-1194","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",48,0,0,"LANCE ELLIS PHOENIX LP, 3719 TULLY ROAD SUITE # C, MODESTO, CA 95356","3955 COFFEE RD, MODESTO, CA 95355",3955 COFFEE RD,MODESTO,CA,95355
CENTURY MOBILE HOME PARK,STANISLAUS,50-0123-MP,"321 S FIRST ST, PATTERSON, CA 95363, (209) 614-2540","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",8,0,0,"VALDEZ, IGNACIO, 3801 BELGIAN DR, RIVERBANK, CA 95367","321 S FIRST ST, PATTERSON, CA 95363",321 S FIRST ST,PATTERSON,CA,95363
CHALET MP,STANISLAUS,50-0124-MP,"925 EAST G ST, OAKDALE, CA 95361, (209) 848-5596","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",12,0,0,"HERNANDEZ, LARRY, PO BOX 237, OAKDALE, CA 95361","925 EAST G ST, OAKDALE, CA 95361",925 EAST G ST,OAKDALE,CA,95361
DAISY BELLE MHP,STANISLAUS,50-0126-MP,"400 20TH CENTURY, TURLOCK, CA 95380, (209) 634-2421","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",77,0,0,"COOPER, ROBERT INC, 524 20TH CENTURT, TURLOCK, CA 95380","400 20TH CENTURY, TURLOCK, CA 95380",400 20TH CENTURY,TURLOCK,CA,95380
CASA DE AMIGOS,STANISLAUS,50-0127-MP,"12344 26 MILE RD, OAKDALE, CA 95361, (209) 847-0871","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",73,0,0,"PRYOR, KENT H & ALICE S, 12344 26-MILE ROAD, #63, OAKDALE, CA 95361","12344 26 MILE RD, OAKDALE, CA 95361",12344 26 MILE RD,OAKDALE,CA,95361
RIVERVIEW MOBILE HOME PARK,STANISLAUS,50-0130-MP,"13010 HICKMAN RD, WATERFORD, CA 95386, (209) 845-3836","null, null","WATERFORD BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, P.O. BOX 199, WATERFORD, CA 95386",17,3,0,"JBTH PROPERTIES LLC, 2839 DEERWOOD DRIVE, SAN JOSE, CA 95148","13010 HICKMAN RD, WATERFORD, CA 95386",13010 HICKMAN RD,WATERFORD,CA,95386
RIVER PARADISE MOBILE ESTATES,STANISLAUS,50-0131-MP,"900 OLD STOCKTON RD, OAKDALE, CA 95361, (209) 847-8647","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",154,0,0,"STEPHEN V DAVIES FAMILY TRUST, PO BOX 2308, LAGUNA HILLS, CA 92654","900 OLD STOCKTON RD, OAKDALE, CA 95361",900 OLD STOCKTON RD,OAKDALE,CA,95361
CORALWOOD MH COMMUNITY,STANISLAUS,50-0138-MP,"331 CORALWOOD RD, MODESTO, CA 95356, (209) 577-3981","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",194,0,0,"CORALWOOD MOBILEHOME COMMUNITY, 2 N RIVERSIDE PLAZA STE 800, CHICAGO, IL 60606","331 CORALWOOD RD, MODESTO, CA 95356",331 CORALWOOD RD,MODESTO,CA,95356
WESTGATE VILLAGE MHP,STANISLAUS,50-0139-MP,"1200 CARPENTER RD, MODESTO, CA 95351, (209) 847-8647","null, null","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",166,0,0,"DBA WESTGATE VILLAGE MH PARK, 520 S GRAND AVE # 665, LOS ANGELES, CA 90071","1200 CARPENTER RD, MODESTO, CA 95351",1200 CARPENTER RD,MODESTO,CA,95351
LITTLE ORCHARD MHP,STANISLAUS,50-0140-MP,"3632 9TH ST, CERES, CA 95307, (209) 538-0399","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",25,0,0,"MARTINEZ, AMPARO, 1811 SAGE DR, HOLLISTER, CA 95023","3632 9TH ST, CERES, CA 95307",3632 9TH ST,CERES,CA,95307
"VOYAGERS COVE MANUFACTURED HOME COMMUNITY, LLC",STANISLAUS,50-0141-MP,"2845 E HATCH RD, MODESTO, CA 95351, (650) 559-0687","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",149,0,0,"SHELLBELL ENTERPRISES LP, 201 SILVIA COURT, LOS ALTOS, CA 94024","2845 E HATCH RD, MODESTO, CA 95351",2845 E HATCH RD,MODESTO,CA,95351
GOLDEN WHEELS MHP,STANISLAUS,50-0142-MP,"3700 COLLINS RD, CERES, CA 95307, (209) 538-2628","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",19,0,0,"ATHWAL, SARBJIT, 2561 4TH ST, CERES, CA 95307","3700 COLLINS RD, CERES, CA 95307",3700 COLLINS RD,CERES,CA,95307
FRIENDLY VILLAGE MHP,STANISLAUS,50-0146-MP,"2621 PRESCOTT RD, MODESTO, CA 95350, (209) 524-6700","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",290,0,0,"VEDDER COMMUNITY MANAGEMENT, 28632 ROADSIDE DR SUITE # 220, AGOURA HILLS, CA 91301","2621 PRESCOTT RD, MODESTO, CA 95350",2621 PRESCOTT RD,MODESTO,CA,95350
HOMEWOOD VILLAGE,STANISLAUS,50-0148-MP,"2000 MABLE AVE, MODESTO, CA 95355, (209) 522-1412","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",300,0,0,"HOMEWOOD VILLAGE, LLC, 1101 SYLVAN AVE SUITE # B-24, MODESTO, CA 95350","2000 MABLE AVE, MODESTO, CA 95355",2000 MABLE AVE,MODESTO,CA,95355
LAS CASITAS MHP,STANISLAUS,50-0151-MP,"2841 FOWLER RD, CERES, CA 95307, (209) 537-1701","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",177,0,0,"LAS CASITAS GENERAL PARTNERSHIP, 2841 FOWLER ROAD, CERES, CA 95307","2841 FOWLER RD, CERES, CA 95307",2841 FOWLER RD,CERES,CA,95307
COLONY PARK ESTATES,STANISLAUS,50-0152-MP,"3939 CENTRAL AVE, CERES, CA 95307, (845) 356-8390","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",187,0,0,"MHC COLONY PARK,LP, PO BOX 8000, MONSEY, NY 10952","3939 CENTRAL AVE, CERES, CA 95307",3939 CENTRAL AVE,CERES,CA,95307
WESTWARD HO MOBILE HOME PARK,STANISLAUS,50-0153-MP,"3550 MITCHELL RD, CERES, CA 95307, (209) 932-8747","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",66,0,0,"WESTWARD HO MOBILE HOME PARK LLC, 6653 EMBARCADERO DR SUITE # C, STOCKTON, CA 95219","3550 MITCHELL RD, CERES, CA 95307",3550 MITCHELL RD,CERES,CA,95307
WESTERN VIEW MOBILE RANCH,STANISLAUS,50-0155-MP,"1400 N TULLY RD, TURLOCK, CA 95380, (209) 632-4104","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",190,0,0,"PARISH LLC, EDWIN, 430 S SAN DIMAS AVE, SAN DIMAS, CA 91773","1400 N TULLY RD, TURLOCK, CA 95380",1400 N TULLY RD,TURLOCK,CA,95380
ROCKINE 2 RANCH,STANISLAUS,50-0156-MP,"6719 SMITH RD, OAKDALE, CA 95361, (209) 765-2049","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"EVANS, MICHAEL, 6719 SMITH RD, OAKDALE, CA 95361","6719 SMITH RD, OAKDALE, CA 95361",6719 SMITH RD,OAKDALE,CA,95361
SHADY LANE 2,STANISLAUS,50-0157-MP,"171 8TH STREET, OAKDALE, CA 95361, (209) 571-7235","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10,0,0,"VALLEY PROPERTIES UNLIMITED, LP, C/O JANET HORTON 1500 STANIFORD AVE BLD D, MODESTO, CA 95350","171 8TH STREET, OAKDALE, CA 95361",171 8TH STREET,OAKDALE,CA,95361
FOOTHILL MHP,STANISLAUS,50-0158-MP,"30025 YOSEMITE BLVD, LA GRANGE, CA 95329, (209) 853-2027","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",3,0,0,"ELSBERRY, LAMONT, 300 LAS TARIAS RD, TEMPLETON, CA 93465","30025 YOSEMITE BLVD, LA GRANGE, CA 95329",30025 YOSEMITE BLVD,LA GRANGE,CA,95329
THE RIVER'S EDGE AT KNIGHTS FERRY,STANISLAUS,50-0159-MP,"17525 SONORA RD, KNIGHTS FERRY, CA 95361, (209) 996-3314","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,22,"CHIAN SHOU INC, 17201 SONORA RD, OAKDALE, CA 95361","17525 SONORA RD, KNIGHTS FERRY, CA 95361",17525 SONORA RD,KNIGHTS FERRY,CA,95361
RIVERVIEW MHP,STANISLAUS,50-0160-MP,"14042 YOSEMITE BLVD, WATERFORD, CA 95386, (209) 874-4151","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"COLE, DALLAS, PO BOX 656, WATERFORD, CA 95386","14042 YOSEMITE BLVD, WATERFORD, CA 95386",14042 YOSEMITE BLVD,WATERFORD,CA,95386
BELMONT MOBILE HOME PARK,STANISLAUS,50-0161-MP,"130 BAKER ST, WATERFORD, CA 95386, (209) 575-5680","null, null","WATERFORD BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, P.O. BOX 199, WATERFORD, CA 95386",12,0,0,"NORRIGIAN, HARRY, 412 S PASEO REAL, ANAHEIM, CA 92807","130 BAKER ST, WATERFORD, CA 95386",130 BAKER ST,WATERFORD,CA,95386
SIERRA VILLAGE,STANISLAUS,50-0162-MP,"451 EAST I ST, OAKDALE, CA 95361, (209) 988-6985","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20,0,0,"SCHERER, WILLIAM, 4475 PORTER GULCH RD, APTOS, CA 95003","451 EAST I ST, OAKDALE, CA 95361",451 EAST I ST,OAKDALE,CA,95361
FATHER JOHN'S RIVER CAMP,STANISLAUS,50-0163-MP,"17442 CEMETERY RD, KNIGHTS FERRY, CA 95361, (209) 881-3395","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,25,"HONCHARIW, NICK, 3 VIA PARAISO WEST, TIBURON, CA 94920","17442 CEMETERY RD, KNIGHTS FERRY, CA 95361",17442 CEMETERY RD,KNIGHTS FERRY,CA,95361
DRY CREEK MOBILE ESTATES,STANISLAUS,50-0165-MP,"1533 PLAYGROUND RD, MODESTO, CA 95355, (209) 523-9781","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",146,0,0,"C/O THE JOHN F WATKINS CO, 1146 BIRCH AVE, SEASIDE, CA 93955","1533 PLAYGROUND RD, MODESTO, CA 95355",1533 PLAYGROUND RD,MODESTO,CA,95355
ATHWAL PARK,STANISLAUS,50-0166-MP,"5810 & 5816 CENTRAL AVE, CERES, CA 95307, (209) 538-7653","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",2,0,0,"ATHWAL, SARBJIT, 2561 4TH STREET, CERES, CA 95307","5810 & 5816 CENTRAL AVE, CERES, CA 95307",5810 & 5816 CENTRAL AVE,CERES,CA,95307
QUAIL MEADOWS MHP,STANISLAUS,50-0167-MP,"5901 NEWBROOK CIR, RIVERBANK, CA 95367, (209) 869-6840","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",146,0,0,"MHC FINANCING L P 2, PO BOX 867, MONSEY, NY 10952","5901 NEWBROOK CIR, RIVERBANK, CA 95367",5901 NEWBROOK CIR,RIVERBANK,CA,95367
WESTFORK ESTATES,STANISLAUS,50-0168-MP,"500 N TULLY RD, TURLOCK, CA 95380, (209) 667-6780","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",91,0,0,"WATKINS, JOHN, 1146 BIRCH AVE, SEASIDE, CA 93955","500 N TULLY RD, TURLOCK, CA 95380",500 N TULLY RD,TURLOCK,CA,95380
THE GROVE,STANISLAUS,50-0169-MP,"1500 HELD DR, MODESTO, CA 95355, (209) 529-9341","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","CITY OF MODESTO-BLDG. SAFETY, MOBILEHOME PARKS PROGRAM, ATTN FINANCE-ACCTS PAYABLE, PO BOX 642, MODESTO, CA 95353",140,0,0,"GOLDSTONE, CARL, 1300 SO EL CAMINO REAL #525, SAN MATEO, CA 94402","1500 HELD DR, MODESTO, CA 95355",1500 HELD DR,MODESTO,CA,95355
PATTERSON MOBILE HOMES,STANISLAUS,50-0170-MP,"460 SPERRY AVE, PATTERSON, CA 95363, (209) 892-2389","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",9,0,0,"ARTEAGA, ERNESTO, 16461 LOCUST AVE, PATTERSON, CA 95363","460 SPERRY AVE, PATTERSON, CA 95363",460 SPERRY AVE,PATTERSON,CA,95363
THOMAS RETREAT,STANISLAUS,50-0172-MP,"26748 RIVER RD, NEWMAN, CA 95360, (209) 862-2498","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",3,3,0,"THOMAS, MICHAEL, 124 GRANDVIEW TERRACE, SANTA CRUZ, CA 95060","26748 RIVER RD, NEWMAN, CA 95360",26748 RIVER RD,NEWMAN,CA,95360
LAS PALMAS MOBILE ESTATES,STANISLAUS,50-0173-MP,"250 E LAS PALMAS AVE, PATTERSON, CA 95363, (209) 892-8121","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",101,0,0,"PETER ORMOND TRUST, 16209 QUEMADA RD, ENCINO, CA 91436","250 E LAS PALMAS AVE, PATTERSON, CA 95363",250 E LAS PALMAS AVE,PATTERSON,CA,95363
KIT FOX RV PARK,STANISLAUS,50-11541-MP,"240 ROGERS ROAD, PATTERSON, CA 95363, (209) 892-2638","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,151,0,"KIT FOX RV PARK, LLC, 821 13TH SUITE # A, MODESTO, CA 95354","240 ROGERS ROAD, PATTERSON, CA 95363",240 ROGERS ROAD,PATTERSON,CA,95363
WATERFORD SPORTSMEN'S CLUB,STANISLAUS,50-12001-MP,"13443 TIM BELL RD, WATERFORD, CA 95386, (209) 872-1611","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",1,0,40,"WATERFORD SPORTSMEN'S CLUB, PO BOX 628, WATERFORD, CA 95386","13443 TIM BELL RD, WATERFORD, CA 95386",13443 TIM BELL RD,WATERFORD,CA,95386
"TURLOCK SPORTSMAN'S CLUB, INC",STANISLAUS,50-12461-MP,"13949 CARPENTER ROAD, CROWS LANDING, CA 95313, (209) 634-3951","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",0,0,15,"TURLOCK SPORTSMANS CLUB, INC, PO BOX 2392, TURLOCK, CA 95381","13949 CARPENTER ROAD, CROWS LANDING, CA 95313",13949 CARPENTER ROAD,CROWS LANDING,CA,95313
GUMTREE MOBILE HOME PARK,SUTTER,51-0001-MP,"1039 GARDEN HWY, YUBA CITY, CA 95991, (530) 723-6474","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",47,0,0,"DB ALLIANCE, LLC, PO BOX 970422, OREM, UT 84097","1039 GARDEN HWY, YUBA CITY, CA 95991",1039 GARDEN HWY,YUBA CITY,CA,95991
GONSALVES COURT,YOLO,51-0004-MP,"21701 HWY 113, KNIGHTS LANDING, CA 95645, (530) 735-6217","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",8,0,0,"THE GONSALVES LIVING TRUST, PO BOX 51, RUMSEY, CA 95679","21701 HWY 113, KNIGHTS LANDING, CA 95645",21701 HWY 113,KNIGHTS LANDING,CA,95645
SUTTER ST MHP,SUTTER,51-0006-MP,"668 SUTTER ST, YUBA CITY, CA 95991, (916) 419-5002","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",56,0,0,"YUBA CITY MHC, LLC, 3511 DEL PASO ROAD SUITE 160-147, SACRAMENTO, CA 95835","668 SUTTER ST, YUBA CITY, CA 95991",668 SUTTER ST,YUBA CITY,CA,95991
LEISURE MHP,SUTTER,51-0007-MP,"10235 LARKIN RD, LIVE OAK, CA 95953, (530) 695-1484","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",33,0,0,"ENGDAHL, RICHARD, 10235 LARKIN RD NO 23, LIVE OAK, CA 95953","10235 LARKIN RD, LIVE OAK, CA 95953",10235 LARKIN RD,LIVE OAK,CA,95953
RANCHO VALLEY,SUTTER,51-0008-MP,"2881 PENNINGTON RD, LIVE OAK, CA 95953, (530) 695-1907","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",13,0,0,"SOUZA, ALAN, 12158 KIMBERLY DR, LOMA RICA, CA 95901","2881 PENNINGTON RD, LIVE OAK, CA 95953",2881 PENNINGTON RD,LIVE OAK,CA,95953
LOVEYS LANDING,SUTTER,51-0009-MP,"3474 N. MERIDIAN RD, MERIDIAN, CA 95957, (530) 696-2449","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",6,35,9,"WHITE, JEFFREY, 23264 SCHULTIES RD, LOS GATOS, CA 95033","3474 N. MERIDIAN RD, MERIDIAN, CA 95957",3474 N. MERIDIAN RD,MERIDIAN,CA,95957
TRAVELHOME PARK,SUTTER,51-0010-MP,"1257 LIVE OAK BLVD, YUBA CITY, CA 95991, (530) 674-8910","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",35,8,0,"FRANKLIN, DAVID & SUSAN, 38632 FULLER DR, PALM DESERT, CA 92260","1257 LIVE OAK BLVD, YUBA CITY, CA 95991",1257 LIVE OAK BLVD,YUBA CITY,CA,95991
